0.40139,0.33406,0.34498,-0.45197,-0.89203,0.00039677,0.0034144
0.40148,0.33411,0.34389,-0.45344,-0.89128,0.0016484,0.0031912
0.40099,0.33463,0.34216,-0.45427,-0.89085,0.0025282,0.0042771
0.39976,0.33469,0.34018,-0.4557,-0.8901,0.0041805,0.0062153
0.40032,0.33568,0.33926,-0.45707,-0.8894,0.0041689,0.0061276
0.40003,0.33565,0.33801,-0.45903,-0.88838,0.0052917,0.0067638
0.39937,0.33637,0.33679,-0.45937,-0.88819,0.0068738,0.0068527
0.40032,0.337,0.33586,-0.46084,-0.88744,0.0062914,0.0068904
0.39951,0.3363,0.33403,-0.46333,-0.88611,0.0082886,0.0084887
0.39868,0.33499,0.33292,-0.46496,-0.88522,0.011001,0.0087474
0.39917,0.33573,0.33156,-0.46813,-0.88354,0.010571,0.0098574
0.39955,0.33493,0.32995,-0.47003,-0.88252,0.012341,0.0091459
0.39899,0.33516,0.32869,-0.47281,-0.881,0.013157,0.010623
0.40033,0.33438,0.3277,-0.47524,-0.87969,0.013708,0.0099261
0.39931,0.33387,0.32625,-0.47815,-0.87807,0.015454,0.011327
0.40019,0.33259,0.32469,-0.48127,-0.87634,0.016755,0.011015
0.40005,0.33269,0.32378,-0.48421,-0.8747,0.017538,0.011674
0.40042,0.33119,0.32198,-0.48774,-0.87271,0.018878,0.011553
0.40049,0.33031,0.32072,-0.49103,-0.87083,0.020019,0.012175
0.40063,0.32948,0.31888,-0.49389,-0.86917,0.021405,0.012692
0.40064,0.32916,0.31798,-0.49716,-0.86728,0.022112,0.013168
0.40064,0.32916,0.31798,-0.49716,-0.86728,0.022112,0.013168
0.40064,0.32916,0.31798,-0.49716,-0.86728,0.022112,0.013168
0.40178,0.32703,0.31435,-0.50785,-0.86097,0.024769,0.014037
0.40188,0.32578,0.31316,-0.51185,-0.85855,0.026015,0.014909
0.40207,0.32486,0.31176,-0.5151,-0.85658,0.027154,0.0147
0.40207,0.32486,0.31176,-0.5151,-0.85658,0.027154,0.0147
0.40207,0.32486,0.31176,-0.5151,-0.85658,0.027154,0.0147
0.40318,0.32133,0.30785,-0.52732,-0.84899,0.03034,0.015256
0.40344,0.32065,0.30682,-0.5313,-0.84646,0.031244,0.016104
0.40318,0.31956,0.30531,-0.53599,-0.84344,0.032718,0.016116
0.40318,0.31956,0.30531,-0.53599,-0.84344,0.032718,0.016116
0.40318,0.31956,0.30531,-0.53599,-0.84344,0.032718,0.016116
0.40453,0.31829,0.30225,-0.54755,-0.83592,0.033536,0.017227
0.40476,0.31679,0.3008,-0.55133,-0.83338,0.034901,0.017061
0.40562,0.31667,0.29952,-0.55523,-0.8308,0.034705,0.016932
0.40562,0.31667,0.29952,-0.55523,-0.8308,0.034705,0.016932
0.40562,0.31667,0.29952,-0.55523,-0.8308,0.034705,0.016932
0.40595,0.31483,0.29598,-0.56819,-0.82187,0.036726,0.018708
0.40614,0.31409,0.29452,-0.57206,-0.81912,0.037736,0.018988
0.40598,0.3129,0.29326,-0.57694,-0.8156,0.039221,0.019997
0.40598,0.3129,0.29326,-0.57694,-0.8156,0.039221,0.019997
0.40598,0.3129,0.29326,-0.57694,-0.8156,0.039221,0.019997
0.40619,0.31121,0.28937,-0.58738,-0.80797,0.042131,0.019938
0.40665,0.31043,0.28821,-0.59251,-0.80418,0.042331,0.020793
0.40606,0.31026,0.28654,-0.59546,-0.80193,0.043459,0.021176
0.40606,0.31026,0.28654,-0.59546,-0.80193,0.043459,0.021176
0.40606,0.31026,0.28654,-0.59546,-0.80193,0.043459,0.021176
0.4058,0.30922,0.28282,-0.60641,-0.79349,0.046116,0.022698
0.40463,0.30836,0.28079,-0.60922,-0.79119,0.04815,0.023669
0.40554,0.30744,0.27991,-0.6135,-0.78786,0.048454,0.023313
0.40554,0.30744,0.27991,-0.6135,-0.78786,0.048454,0.023313
0.40554,0.30744,0.27991,-0.6135,-0.78786,0.048454,0.023313
0.40437,0.30623,0.27549,-0.6241,-0.77923,0.051897,0.024716
0.40443,0.30552,0.27436,-0.6277,-0.77627,0.052949,0.024467
0.40424,0.30442,0.27225,-0.63038,-0.774,0.054383,0.024051
0.40424,0.30442,0.27225,-0.63038,-0.774,0.054383,0.024051
0.40424,0.30442,0.27225,-0.63038,-0.774,0.054383,0.024051
0.40279,0.303,0.26829,-0.63973,-0.76594,0.058671,0.025274
0.40192,0.30215,0.26622,-0.64282,-0.76317,0.06086,0.025695
0.4014,0.30209,0.26467,-0.64561,-0.76071,0.061575,0.02688
0.4014,0.30209,0.26467,-0.64561,-0.76071,0.061575,0.02688
0.4014,0.30209,0.26467,-0.64561,-0.76071,0.061575,0.02688
0.40065,0.29992,0.25992,-0.65343,-0.75365,0.06596,0.026267
0.39977,0.2985,0.25789,-0.65642,-0.75084,0.068095,0.02672
0.3994,0.29739,0.25644,-0.66053,-0.7471,0.069322,0.027053
0.3994,0.29739,0.25644,-0.66053,-0.7471,0.069322,0.027053
0.3994,0.29739,0.25644,-0.66053,-0.7471,0.069322,0.027053
0.39753,0.29721,0.25131,-0.66621,-0.7416,0.073114,0.029217
0.39675,0.29641,0.24952,-0.66886,-0.73904,0.074744,0.029353
0.39621,0.29593,0.248,-0.6716,-0.73638,0.076079,0.030211
0.39621,0.29593,0.248,-0.6716,-0.73638,0.076079,0.030211
0.39621,0.29593,0.248,-0.6716,-0.73638,0.076079,0.030211
0.39404,0.2941,0.24175,-0.67859,-0.72942,0.080472,0.031506
0.39375,0.29512,0.24053,-0.68037,-0.72767,0.080542,0.033251
0.39274,0.29419,0.23862,-0.6824,-0.7255,0.082594,0.034011
0.39274,0.29419,0.23862,-0.6824,-0.7255,0.082594,0.034011
0.39274,0.29419,0.23862,-0.6824,-0.7255,0.082594,0.034011
0.391,0.29164,0.23285,-0.68873,-0.7189,0.08698,0.03549
0.39075,0.29162,0.23144,-0.69151,-0.71618,0.087026,0.036387
0.38962,0.29107,0.2294,-0.69297,-0.71445,0.089074,0.037727
0.38962,0.29107,0.2294,-0.69297,-0.71445,0.089074,0.037727
0.38962,0.29107,0.2294,-0.69297,-0.71445,0.089074,0.037727
0.38809,0.28888,0.22395,-0.69883,-0.70817,0.092837,0.038867
0.387,0.28837,0.22185,-0.70022,-0.70653,0.094309,0.040193
0.38685,0.28702,0.22009,-0.70276,-0.70376,0.095707,0.041082
0.38685,0.28702,0.22009,-0.70276,-0.70376,0.095707,0.041082
0.38685,0.28702,0.22009,-0.70276,-0.70376,0.095707,0.041082
0.38659,0.2846,0.21487,-0.70897,-0.69722,0.097668,0.041263
0.3873,0.28406,0.21361,-0.71115,-0.69507,0.097001,0.041722
0.38809,0.28288,0.21211,-0.7133,-0.69286,0.097261,0.04105
0.38809,0.28288,0.21211,-0.7133,-0.69286,0.097261,0.04105
0.38809,0.28288,0.21211,-0.7133,-0.69286,0.097261,0.04105
0.38917,0.2794,0.20649,-0.71873,-0.68722,0.098059,0.039122
0.39075,0.27886,0.20576,-0.72081,-0.68527,0.09675,0.038396
